"","income","education","age","internal","external","PIDStrength","AffectPID","care","AffectPRES","Years","lnYears","Church","homeowners","contacted","closeness","black","southern","turnout","dummy1988","dummy1992","dummy1996","dummy2000","interest","border","earlyopp","negaboutlike","negaboutdislike","gender","governors","primaries","married","working","unemployed","hispanic","volume2","media_index"
"11",0,0,79,0,0.5,0.670000016689301,0,0,0.300000011920929,59,4.07753753662109,1,1,1,1,0,1,0,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,1,0,0,0,0.0500000007450581,2
"12",0,0,45,0,0,0,0.200000002980232,1,0,4,1.3862943649292,1,1,0,1,0,1,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,0,1,0,0,0,0.0500000007450581,2
"13",0.5,0,60,0,1,0.670000016689301,0.300000011920929,1,0.300000011920929,34,3.52636051177979,1,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,0,1,1,0,0,0.0500000007450581,3
"14",0.5,0.25,28,0,NA,0.330000013113022,0,1,0.5,6,1.7917594909668,0.330000013113022,1,0,1,0,0,0,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,1,0,0,0,0.0500000007450581,3
"15",0.5,0,63,0,0,0.670000016689301,0.200000002980232,0,0,26,3.25809645652771,0.330000013113022,1,0,0.5,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,0,1,1,0,0,0,0.0500000007450581,3
"16",NA,1,31,0,1,0.670000016689301,0.100000001490116,0,0,3,1.0986123085022,0.670000016689301,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,1,0,0,0.0500000007450581,3
"17",0.75,0,53,0,0,0.670000016689301,0.200000002980232,1,0.200000002980232,26,3.25809645652771,1,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,0,1,1,0,0,0.0500000007450581,3
"18",0.75,0.75,35,0,0,0.670000016689301,0.100000001490116,1,0.300000011920929,8,2.0794415473938,1,1,1,0,0,0,1,0,0,0,0,1,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,3
"19",0.5,1,86,1,0.5,0.670000016689301,0.200000002980232,0,0.300000011920929,59,4.07753753662109,0.670000016689301,1,0,0.5,0,1,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,0,0,0,0,0.0500000007450581,3
"20",1,1,38,1,0.5,0.330000013113022,0.300000011920929,0,0.5,15,2.70805025100708,0,1,1,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,1,1,0,1,0,0.0500000007450581,3
"21",0.25,0.5,68,0,0.5,1,0,1,0.100000001490116,50,3.91202306747437,1,1,0,0.5,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,1,1,1,1,0,0,0.0500000007450581,2
"22",0.25,0.25,36,0,0.5,0.670000016689301,0.5,1,0.5,90,4.49980974197388,0.330000013113022,0,0,0,0,0,0,0,0,0,0,2,1,0.0500000007450581,NA,NA,1,0,1,0,1,0,0,0.0500000007450581,3
"23",0.5,0.5,27,1,0.5,0,0,0,0.100000001490116,25,3.21887588500977,NA,1,0,1,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,1,1,0,0,0,0.0500000007450581,3
"24",0.25,0.75,77,1,1,1,0.100000001490116,1,0.200000002980232,23,3.13549423217773,0.330000013113022,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,0,0,0,0,0.0500000007450581,3
"25",0.75,1,40,0,1,0.330000013113022,0.100000001490116,1,0.100000001490116,5,1.60943794250488,0.330000013113022,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,0,0,1,1,0,0,0.0500000007450581,3
"26",0.25,0,57,0,0,0.670000016689301,0.100000001490116,1,0.300000011920929,45,3.80666255950928,1,1,0,0,0,1,0,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,1,1,1,0,0,0,0.0500000007450581,2
"27",0.75,0.75,54,0,0,1,0.300000011920929,1,0.100000001490116,50,3.91202306747437,0.330000013113022,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,1,1,0,0,0.0500000007450581,3
"28",0.5,0.5,27,0,0,0.330000013113022,0,1,0.200000002980232,4,1.3862943649292,1,1,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,1,0,0,0,0.0500000007450581,3
"29",0,0,55,0,0,0.670000016689301,0,1,0.200000002980232,15,2.70805025100708,0.330000013113022,0,0,0,0,0,0,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,0,0,0,0,0.0500000007450581,3
"30",0.25,0,72,0,0,1,1,1,0.400000005960464,30,3.40119743347168,0.330000013113022,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,1,1,0,0,0,0,0.0500000007450581,3
"31",0.75,1,76,0,0,0.670000016689301,0,1,0.100000001490116,49,3.89182019233704,0.670000016689301,1,1,0.5,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,0,0,0,0,0,0.0500000007450581,3
"32",0,0.25,65,0,1,0.670000016689301,0,1,0.100000001490116,14,2.63905739784241,1,1,0,1,0,1,1,0,0,0,0,1,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,0,0,0,0,0.0500000007450581,2
"33",0.75,0.5,59,1,1,1,0.5,1,0.300000011920929,8,2.0794415473938,0.670000016689301,1,1,0.5,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,3
"34",NA,0.5,35,0,0,0.330000013113022,0.200000002980232,1,0.200000002980232,15,2.70805025100708,1,0,0,0,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,0,0,1,0,0.0500000007450581,3
"35",0.25,0.5,68,NA,NA,1,0.600000023841858,1,0.5,9,2.19722461700439,0.670000016689301,1,NA,1,0,1,NA,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,NA
"36",0.25,0,77,1,0,0.670000016689301,0.100000001490116,1,0.800000011920929,4,1.3862943649292,1,0,0,0,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,1,1,0,0,0,0,0.0500000007450581,3
"37",0.75,1,60,1,1,1,0.300000011920929,1,0.300000011920929,11,2.39789533615112,1,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,1,1,1,0,0,0.0500000007450581,3
"38",0.25,1,80,1,1,0.670000016689301,0.100000001490116,1,0.400000005960464,17,2.83321332931519,0,1,1,1,0,1,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,0,0,0,0,0.0500000007450581,3
"39",0.75,0.5,25,0,0,0.670000016689301,0.300000011920929,0,0.100000001490116,25,3.21887588500977,0.670000016689301,1,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,1,1,0,0,0.0500000007450581,2
"40",0.25,1,65,1,1,1,0.100000001490116,1,0.600000023841858,30,3.40119743347168,0.670000016689301,1,1,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,1,1,0,0,0,0,0.0500000007450581,3
"41",0.75,1,64,1,0,0,0.300000011920929,1,0.300000011920929,20,2.99573230743408,0.330000013113022,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,1,1,1,1,0,0,0.0500000007450581,3
"42",0.5,0.75,24,0,1,0,0.100000001490116,1,0.200000002980232,20,2.99573230743408,1,1,0,0.5,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,0,1,1,0,0,0,0.0500000007450581,3
"43",0,0.25,20,0,0,0.330000013113022,0,0,0,20,2.99573230743408,0.330000013113022,1,1,0.5,0,1,1,0,0,0,0,1,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,1,0,0,0,0.0500000007450581,3
"44",0.25,0,77,1,0.5,0.330000013113022,0.200000002980232,0,0.100000001490116,77,4.34380531311035,0.670000016689301,1,0,0.5,0,1,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,0,1,0,0,0,0.0500000007450581,3
"45",0.25,0,63,NA,NA,0.670000016689301,0.300000011920929,1,0.200000002980232,15,2.70805025100708,0.330000013113022,1,NA,1,0,0,NA,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,0,1,0,0,0,0.0500000007450581,NA
"46",0.5,1,29,0,0,0.670000016689301,0.5,0,0.400000005960464,18,2.89037179946899,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,0,0,1,0,0.0500000007450581,3
"47",0.5,0.5,37,0,1,0.330000013113022,0,0,0.200000002980232,2,0.6931471824646,0.330000013113022,1,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,0,1,1,1,0,0,0.0500000007450581,3
"48",0.25,0.5,66,0,0,0.670000016689301,0.699999988079071,0,0.600000023841858,9,2.19722461700439,0.330000013113022,1,1,1,0,1,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,0,0,0,0,0.0500000007450581,3
"49",0.75,0.75,55,1,1,0.330000013113022,0.300000011920929,0,0.300000011920929,34,3.52636051177979,1,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,1,1,1,1,0,0,0.0500000007450581,3
"50",0,0,65,0,0,0,0,0,0.100000001490116,4,1.3862943649292,NA,0,0,0,1,1,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,0,0,0,0,0,0,0,0.0500000007450581,2
"51",0.25,0,60,0,0.5,1,0.300000011920929,1,0.5,90,4.49980974197388,1,1,1,0,1,1,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,0,1,1,0,0,0.0500000007450581,3
"52",0.75,1,47,NA,1,0.670000016689301,0.400000005960464,1,0.100000001490116,11,2.39789533615112,1,1,1,0.5,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,3
"53",0.75,1,44,1,0,0.670000016689301,0.100000001490116,0,0.200000002980232,12,2.4849066734314,1,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,3
"54",0.5,1,68,0,1,0.670000016689301,0.300000011920929,0,0,36,3.58351898193359,0.330000013113022,1,1,0,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,0,0,0,0,0.0500000007450581,3
"55",0,0,82,0,0.5,0.670000016689301,0.200000002980232,1,0.300000011920929,31,3.43398714065552,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,0,0,0,0,0,0.0500000007450581,2
"56",0.25,0,72,NA,NA,1,0.400000005960464,1,0.300000011920929,72,4.27666616439819,1,1,NA,1,0,0,NA,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,1,1,1,0,0,0.0500000007450581,NA
"57",0,0,74,0,0,NA,0,0,0,74,4.30406522750854,0.670000016689301,1,0,0.5,1,1,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,1,1,0,0,0,0.0500000007450581,3
"58",0.75,1,28,1,1,0.670000016689301,0,1,0.100000001490116,6,1.7917594909668,1,1,1,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,1,1,0,0,0.0500000007450581,3
"59",1,0.5,54,1,0.5,0.330000013113022,0.100000001490116,1,0,54,3.98898410797119,1,1,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,1,1,1,0,0,0,0.0500000007450581,3
"60",1,1,56,1,1,1,0.600000023841858,1,0.800000011920929,14,2.63905739784241,0.330000013113022,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,1,1,1,0,0,0.0500000007450581,3
"61",0.25,0.5,40,0,1,0.670000016689301,0.300000011920929,0,0.100000001490116,40,3.68887948989868,0.330000013113022,0,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,0,1,1,0,0,0.0500000007450581,3
"62",0,0,56,0,0,0.330000013113022,0,0,0,53,3.97029185295105,0.670000016689301,1,0,0.5,1,1,1,0,0,0,0,1,0,0.0500000007450581,NA,NA,0,0,1,0,0,1,0,0.0500000007450581,2
"63",0,0,72,NA,NA,1,0.100000001490116,0,0.200000002980232,72,4.27666616439819,1,0,0,0.5,1,1,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,1,0,0,0,0,0.0500000007450581,2
"64",0.5,0.5,36,0,0,0.670000016689301,0.100000001490116,1,0.300000011920929,36,3.58351898193359,1,1,0,1,0,1,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,1,1,0,0,0.0500000007450581,3
"65",0.5,0.75,38,0,0.5,0.670000016689301,0.100000001490116,1,0.400000005960464,20,2.99573230743408,1,1,0,1,0,1,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,0,0,0,1,0,0.0500000007450581,3
"66",0.75,0.5,32,0,0.5,NA,0,0,0.300000011920929,10,2.30258512496948,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,0,1,0,0,0,0.0500000007450581,3
"67",0,0.5,73,0,1,0.670000016689301,0,0,0,35,3.55534815788269,1,1,0,1,0,0,0,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,0,0,0,0,0.0500000007450581,2
"68",0.75,0.5,20,0,0.5,0.670000016689301,0,0,0,3,1.0986123085022,1,1,0,0.5,0,0,1,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,0,1,0,1,0,0.0500000007450581,3
"69",0.75,0.5,49,1,1,0.670000016689301,0.300000011920929,1,0,15,2.70805025100708,0.330000013113022,1,1,1,0,0,1,0,0,0,0,1,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,1,0,0,0,0.0500000007450581,3
"70",NA,0,76,NA,NA,1,0,1,0.300000011920929,50,3.91202306747437,0.670000016689301,0,NA,1,0,0,NA,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,1,0,0,0,0,0,0.0500000007450581,NA
"71",0.75,0.5,43,0,1,0.670000016689301,0.100000001490116,1,0.699999988079071,10,2.30258512496948,0.670000016689301,1,1,0.5,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,1,1,0,0,0.0500000007450581,3
"72",0.75,0.5,38,0,0.5,1,0.300000011920929,1,0.300000011920929,10,2.30258512496948,0.330000013113022,0,0,1,1,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,1,1,0,0,0.0500000007450581,3
"73",0.5,0.75,24,1,0,0.330000013113022,0.100000001490116,0,0.300000011920929,2,0.6931471824646,0.330000013113022,0,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,1,0,1,1,0,0,0.0500000007450581,3
"74",0.75,0.5,47,0,1,1,0.100000001490116,1,0.400000005960464,45,3.80666255950928,1,1,0,1,0,0,1,0,0,0,0,3,1,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,0,1,0,0,0,0.0500000007450581,3
"75",0,0.25,70,0,0.5,0,0.699999988079071,1,0.100000001490116,70,4.24849510192871,0.670000016689301,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,0,1,0,0,0,0.0500000007450581,3
"76",0.5,1,63,0,1,1,0.400000005960464,1,0.300000011920929,30,3.40119743347168,1,1,0,0,NA,1,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,1,1,0,NA,0.0500000007450581,3
"77",0.5,0.75,57,0,0,0.330000013113022,0.600000023841858,1,0.5,21,3.04452252388,0.330000013113022,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,NA,1,0,0,0.0500000007450581,3
"78",NA,0,81,NA,NA,1,0.300000011920929,0,0.200000002980232,20,2.99573230743408,0.330000013113022,1,NA,1,0,0,NA,0,0,0,0,1,0,0.0500000007450581,NA,NA,1,0,0,0,0,0,0,0.0500000007450581,NA
"79",0.75,1,38,1,1,1,0.200000002980232,1,0.400000005960464,20,2.99573230743408,1,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,1,1,1,0,0,0.0500000007450581,3
"80",NA,0.5,87,0,1,0.670000016689301,0.100000001490116,0,0.100000001490116,87,4.46590805053711,0.330000013113022,0,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,1,1,0,0,0,0,0.0500000007450581,3
"81",0,0.5,25,0,1,0,0,1,0.200000002980232,6,1.7917594909668,1,1,0,0,1,1,0,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,0,0,1,0,0.0500000007450581,2
"82",0.5,0.5,25,1,1,0.670000016689301,0.100000001490116,0,0.300000011920929,3,1.0986123085022,0.330000013113022,1,0,1,0,1,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,1,0,0,0,0.0500000007450581,3
"83",0,0,74,0,0,0,0,1,0.100000001490116,11,2.39789533615112,0,1,0,0.5,0,1,0,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,1,1,0,0,0,0,0.0500000007450581,3
"84",0.5,0.5,32,NA,NA,0.670000016689301,0,1,0.100000001490116,32,3.465735912323,1,1,NA,0.5,0,1,NA,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,1,1,1,0,0,0,0.0500000007450581,NA
"85",0.5,0.5,29,0,0,0.670000016689301,0.200000002980232,1,0.300000011920929,4,1.3862943649292,0.330000013113022,1,0,1,0,1,0,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,1,1,1,0,0,0.0500000007450581,3
"86",NA,0.75,77,NA,NA,0.670000016689301,0,1,0.100000001490116,17,2.83321332931519,1,1,NA,1,0,1,NA,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,0,0,0,0,0.0500000007450581,NA
"87",0.75,0.5,28,1,1,0.670000016689301,0.200000002980232,0,0.5,4,1.3862943649292,0.330000013113022,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,0,0,1,1,1,0,0,0.0500000007450581,3
"88",0.25,0.5,65,1,1,1,0.100000001490116,0,0.100000001490116,39,3.66356158256531,0.670000016689301,1,0,1,0,0,1,0,0,0,0,1,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,0,0,0,0,0.0500000007450581,3
"89",NA,0.75,18,1,0,0.330000013113022,0,0,0.200000002980232,11,2.39789533615112,1,1,0,1,0,0,0,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,0,0,0,0,0,0.0500000007450581,3
"90",0.75,0.75,55,1,1,0.670000016689301,0.300000011920929,1,0.800000011920929,15,2.70805025100708,0.330000013113022,1,1,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,1,1,1,0,0,0.0500000007450581,3
"91",0.75,0.75,49,NA,NA,0.670000016689301,0.300000011920929,0,0.200000002980232,8,2.0794415473938,0.670000016689301,1,NA,0.5,0,0,NA,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,1,0,0,0,0.0500000007450581,NA
"92",0.75,1,28,1,0.5,1,0.600000023841858,1,0.400000005960464,28,3.33220458030701,0.330000013113022,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,0,1,0,1,0,0,0.0500000007450581,3
"93",0.75,0.5,59,0,0,0,0.100000001490116,0,0.100000001490116,6,1.7917594909668,0,1,1,0.5,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,0,0,1,1,1,0,0,0.0500000007450581,3
"94",0.25,1,78,0,1,0.670000016689301,0,1,0.100000001490116,43,3.76120018959045,1,1,1,1,0,1,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,0,0,1,0,0,0.0500000007450581,3
"95",0.75,1,59,1,1,0.330000013113022,0,0,0,29,3.36729574203491,1,1,0,0,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,1,1,1,0,0,0.0500000007450581,3
"96",0.5,0.5,60,1,0.5,0.330000013113022,0.200000002980232,0,0.100000001490116,11,2.39789533615112,1,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,0,0,1,0,0,0,0.0500000007450581,3
"97",0.25,0.5,71,0,1,1,0.200000002980232,1,0.400000005960464,45,3.80666255950928,1,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,1,0,0,0,0,0,0.0500000007450581,2
"98",0,0.5,69,0,0,1,0,0,0.100000001490116,26,3.25809645652771,1,1,1,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,1,0,1,0,0,0,0.0500000007450581,3
"99",0.5,0.5,27,0,1,0,0.100000001490116,1,0.100000001490116,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,0,0,1,1,1,0,0,0.0500000007450581,3
"100",0.75,0.5,35,0,1,0,0,0,0.200000002980232,4,1.3862943649292,1,1,0,0,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,0,1,1,0,0,0,0.0500000007450581,3
"101",0.5,0.5,57,1,NA,1,0,0,0.200000002980232,33,3.49650764465332,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,0,0,1,1,0,0,0.0500000007450581,3
"102",0.75,0.25,35,NA,NA,1,0.400000005960464,1,0.600000023841858,29,3.36729574203491,0.330000013113022,1,NA,1,0,1,NA,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,1,1,0,0,0.0500000007450581,NA
"103",0.75,0,18,0,0,0.330000013113022,0,0,0,18,2.89037179946899,1,1,0,0.5,0,0,0,0,0,0,0,1,0,0.0500000007450581,NA,NA,0,0,1,0,1,0,0,0.0500000007450581,2
"104",0.25,0.25,24,1,0.5,1,0.200000002980232,1,0.5,24,3.178053855896,0.330000013113022,1,0,0,0,1,1,0,0,0,0,3,0,0.0500000007450581,NA,NA,1,0,1,1,0,1,0,0.0500000007450581,3
"105",0.25,0.5,70,0,1,0.670000016689301,0.100000001490116,1,0.200000002980232,46,3.82864141464233,0.330000013113022,1,1,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,1,0,0,0,0.0500000007450581,3
"106",NA,0.25,79,1,0.5,1,0.100000001490116,0,0.100000001490116,90,4.49980974197388,1,1,0,0.5,0,0,1,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,0,1,0,0,0,0,0.0500000007450581,3
"107",0.75,0.75,63,0,1,0,0,0,0.100000001490116,12,2.4849066734314,0.330000013113022,1,0,1,0,0,0,0,0,0,0,2,0,0.0500000007450581,NA,NA,1,1,1,0,1,0,0,0.0500000007450581,2
"108",0.75,1,47,1,0.5,0.670000016689301,0.400000005960464,0,0.300000011920929,22,3.09104251861572,0,1,0,1,0,0,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,1,0,1,0,1,0,0,0.0500000007450581,3
"109",0,0.5,40,1,0,1,0.600000023841858,1,0.699999988079071,90,4.49980974197388,0.330000013113022,0,0,0,1,1,1,0,0,0,0,2,0,0.0500000007450581,0.40599998831749,0.666999995708466,0,0,1,0,0,1,0,0.0500000007450581,3
"110",1,0,50,1,1,0.670000016689301,0.5,1,0.100000001490116,47,3.85014748573303,1,1,0,1,0,0,1,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,0,1,1,1,1,0,0,0.0500000007450581,3
"111",0.25,0.25,83,NA,NA,0.670000016689301,0.200000002980232,1,0.300000011920929,23,3.13549423217773,0.670000016689301,1,NA,1,0,0,NA,0,0,0,0,3,0,0.0500000007450581,0.666999995708466,0.40599998831749,1,0,1,0,0,0,0,0.0500000007450581,NA
